,1748,42334,252422
127323417,1922,42266,252291
127324119,1848,42358,252670
127324821,1864,42168,252318
127325523,1710,42291,252726
127326225,1735,42335,252383
127326927,1670,42432,252378
127327628,1645,42437,252567
127328330,1810,42444,252765
127329033,1668,42254,252355
127329735,1725,42269,252677
127330436,1884,42237,252318
127331139,1723,42276,252592
127331842,1718,42546,252285
127332543,1977,42316,252507
127333244,1775,42316,252445
127333947,1788,42266,252407
127334649,1701,42395,252237
127335350,1927,42285,252255
127336052,1879,42229,252352
127336754,1576,42170,252568
127337456,1796,42163,252538
127338159,1815,42362,252329
127338861,1612,42351,252595
127339562,1847,42244,252611
127340264,1781,42288,252438
127340967,1717,42352,252431
127341668,1711,42147,252789
127342369,1732,42375,252424
127343072,1651,42299,252560
127343775,1677,42386,252533
127344476,1725,42378,252852
127345178,1695,42236,252086
127345881,1706,42309,252295
127346583,1622,42478,252596
127347284,1716,42366,252520
127347986,1658,42258,252366
127348687,1742,42301,252411
127349389,1863,42271,252670
127350091,1702,42338,252399
127350793,1807,42297,252364
127351495,1865,42276,252487
127352198,1791,42523,252603
127352901,1584,42204,252189
127353602,1745,42394,252439
127354303,1800,42388,252345
127355006,1757,42287,252600
127355709,1776,42218,252549
127356410,2035,42257,252426
127357113,1883,42199,252277
127357816,1761,42387,252370
127358517,1609,42463,252450
127359218,1734,42295,252481
127359920,1830,42276,252280
127360622,1870,42392,252338
127361324,1733,42373,252454
127362026,1661,42213,252573
127362728,1715,42379,252336
127363430,1726,42337,252347
127364133,1618,42388,252770
127364835,1653,42478,252590
127365536,1734,42313,252230
127366237,1756,42284,252561
127366940,1838,42222,252401
127367641,1639,42433,252468
127368342,1759,42453,252614
127369045,1763,42337,252464
127369748,1872,42119,252549
127370449,1738,42352,252495
127371151,1587,42269,252435
127371854,1884,42397,252708
127372556,1801,42238,252357
127373257,1628,42145,252667
127373959,1954,42232,252698
127374660,1630,42232,252325
127375362,1675,42189,252511
127376065,1712,42365,252619
127376767,1641,42352,252732
127377468,1835,42356,252517
127378171,1864,42242,252439
127378874,1801,42580,252102
127379575,2054,42294,252601
127380276,1916,42245,252564
127380979,1655,42370,252587
127381680,1829,42274,252677
127382381,1783,42346,252392
127383083,1843,42460,252294
127383786,1763,42161,252562
127384488,1623,42355,252443
127385190,1722,42341,252411
127385892,1765,42318,252537
127386594,1781,42459,252570
127387296,1916,42268,252351
127387999,1928,42364,252247
127388700,1882,42388,252776
127389401,1810,42325,252453
127390104,1780,42450,252521
127390807,1809,42337,252404
127391508,1764,41969,252514
127392210,1778,42280,252635
127392913,1663,42369,252115
127393615,2009,42207,252369
127394316,1771,42258,252515
127395018,1621,42197,252360
127395721,1779,42070,252461
127396423,1673,42099,252391
127397125,1814,42280,252577
127397827,1735,42270,252610
127398528,1717,42137,252511
127399230,1863,42351,252582
127399933,1834,42462,252257
127400634,1758,42229,252461
127401335,1801,42284,252387
127402038,1829,42501,252383
127402741,1704,42258,252654
127403442,1676,42293,252433
127404144,1816,42302,252546
127404847,1618,42382,252525
127405549,1703,42244,252680
127406250,1836,42477,252623
127406952,1761,42347,252469
127407654,2090,42345,252797
127408356,1969,42397,252690
127409058,1838,42319,252271
127409760,1684,42237,252522
127410461,1764,42498,252367
127411164,1677,42375,252422
127411867,1728,42080,252410
127412568,1563,42223,252639
127413269,1788,42298,252402
127413972,1765,42287,252758
127414673,1648,42307,252572
127415374,1812,42202,252549
127416077,1885,42293,252651
127416780,1639,42267,252239
127417481,1617,42137,252475
127418183,1802,42234,252580
127418885,1748,42393,252768
127419587,1639,42251,252557
127420289,1703,42299,252286
127420991,1793,42464,252271
127421692,1611,42184,252404
127422394,1797,42283,252709
127423097,1851,42258,252435
127423799,1693,42347,252541
127424500,1849,42194,252388
127425203,1701,42275,252480
127425906,1532,42479,252374
127426607,1752,42414,252432
127427308,1576,42338,252666
127428011,1598,42441,252801
127428714,1650,42270,252525
127429415,1688,42356,252723
127430117,1753,42281,252588
127430820,1787,42352,252763
127431522,1712,42089,252536
127432223,1631,42485,252498
127432925,1769,42142,252428
127433627,1724,42303,252530
127434329,1578,42267,252345
127435031,1774,42190,252599
127435733,1812,42620,252321
127436434,1917,42181,252446
127437137,1816,42225,252372
127437840,1645,41999,252551
127438541,1913,42226,252522
127439242,1775,42228,252424
127439945,1720,42422,252517
127440646,1796,42226,252436
127441347,1711,42352,252486
127442050,1717,42391,252335
127442753,1803,42171,252473
127443454,1632,42414,252360
127444156,1663,42281,252452
127444858,1784,42330,252362
127445560,1744,42365,252352
127446261,1656,42337,252401
127446963,1796,42374,252623
127447664,1643,42235,252555
127448366,1823,42493,252411
127449069,1690,42436,252550
127449771,1873,42378,252529
127450472,1817,42444,252399
127451175,1652,42465,252457
127451878,1817,42336,252622
127452579,1828,42361,252468
127453280,1684,42397,252338
127453983,1793,42341,252509
127454685,1568,42076,252649
127455386,1851,42434,252507
127456089,1751,42545,252393
127456792,1648,42354,252183
127457493,1842,42147,252426
127458195,1901,42351,252539
127458897,1663,42313,252382
127459599,1651,42464,252347
127460300,1695,42180,252306
127461002,1700,42287,252182
127461705,1884,42316,252522
127462407,1722,42286,252569
127463110,1725,42366,252543
127463813,1658,42258,252324
127464514,1942,42390,252601
127465215,1841,42251,252562
127465918,1690,42348,252599
127466619,1774,42273,252462
127467320,1790,42231,252171
127468023,1658,42363,252579
127468726,1831,42271,252696
127469427,1902,42335,252660
127470129,1682,42310,252614
127470831,1824,42264,252529
127471533,1719,42265,252527
127472235,1783,42193,252394
127472937,1830,42113,252488
127473638,1743,42332,252404
127474339,1770,42451,252712
127475042,1675,42527,252326
127475745,1829,42354,252615
127476446,1848,42392,252391
127477149,1704,42185,252574
127477852,1789,42500,252506
127478553,1676,42364,252339
127479254,1935,42379,252366
127479957,1733,42238,252663
127480659,1604,42239,252396
127481360,1550,42330,252392
127482062,1751,42408,252356
127482764,1605,42318,252541
127483466,1765,42221,252306
127484169,1705,42275,252433
127484871,1657,42197,252733
127485572,1668,42303,252558
127486274,1946,42359,252569
127486977,1757,42501,252191
127487678,1639,42251,252399
127488379,1747,42253,252450
127489082,1833,42157,252286
127489785,1778,42240,252223
127490486,1600,42344,252491
127491189,1866,42352,252425
127491892,1823,42282,252419
127492594,1756,42455,252512
127493295,1947,42423,252424
127493997,1783,42362,252525
127494699,1922,42323,252574
127495401,1757,42486,252575
127496103,1605,42186,252442
127496805,1816,42411,252489
127497506,1774,42476,252376
127498209,1806,42405,252684
127498912,1804,42204,252776
127499613,2130,42336,252318
127500314,1743,42339,252498
127501017,1675,42306,252370
127501720,1773,42110,252674
127502421,1769,42197,252388
127503123,1737,42251,252709
127503826,1786,42210,252374
127504528,1815,42374,252416
127505229,1784,42193,252434
127505931,1739,42238,252406
127506633,1973,42243,252871
127507335,1814,42393,252454
127508037,1810,42243,252519
127508739,1692,42372,252839
127509441,1796,42119,252482
127510144,1737,42428,252502
127510846,1524,42143,252546
127511547,1534,42197,252398
127512249,1693,42400,252431
127512952,1567,42367,252527
127513653,1730,42163,252538
127514354,1770,42312,252447
127515057,1810,42379,252597
127515760,1693,42412,252736
127516461,1866,42325,252464
127517163,1862,42207,252718
127517866,1761,42325,252519
127518568,1755,42315,252605
127519269,1830,42228,252342
127519971,1956,42295,252744
127520673,1542,42195,252352
127521375,1720,42333,252367
127522077,1737,42291,252491
127522779,1780,42315,252235
127523480,1628,42304,252624
127524183,1827,42189,252448
127524886,1820,42329,252554
127525587,1680,42281,252569
127526288,1830,42261,252128
127526991,1765,42474,252729
127527692,1640,42269,252622
127528393,1849,42455,252513
127529095,1890,42295,252546
127529798,1689,42241,252351
127530500,1644,42264,252466
127531202,1910,42419,252456
127531904,1676,42184,252586
127532606,1659,42161,252546
127533308,1914,42296,252702
127534010,1690,42391,252439
127534712,1911,42209,252247
127535414,1892,42339,252470
127536117,1686,42267,252536
127536820,1797,42390,252923
127537521,1734,42260,252361
127538222,1760,42291,252385
127538925,1598,42429,252481
127539626,1638,42296,252423
127540327,1708,42206,252576
127541030,1845,42231,252642
127541733,1805,42266,252484
127542434,1834,42465,252757
127543136,1735,42195,252394
127543839,1618,42361,252613
127544541,1855,42300,252207
127545242,1711,42131,252612
127545944,1635,42221,252361
127546645,1764,42431,252374
127547347,1643,42392,252083
127548049,1763,42257,252545
127548751,1732,42347,252750
127549452,1783,42349,252700
127550155,1936,42355,252738
127550858,1755,42465,252385
127551559,1639,42439,252427
127552260,1757,42239,252693
127552963,1722,42077,252614
127553664,1900,42219,252496
127554365,1730,42208,252489
127555068,1767,42145,252598
127555771,1708,42202,252654
127556472,1770,42346,252261
127557174,1703,42365,252554
127557876,1673,42357,252380
127558578,1719,42258,252461
127559279,1748,42367,252348
127559981,1863,42186,252383
127560682,1658,42185,252541
127561384,1807,42253,252575
127562086,1802,42352,252541
127562788,1946,42447,252180
127563490,1828,42141,252383
127564193,1879,42492,252502
127564896,1670,42440,252392
127565597,1726,42192,252493
127566298,1589,42168,252602
127567001,1782,42326,252619
127567702,1750,42337,252361
127568403,1666,42361,252271
127569106,1965,42239,252634
127569809,1796,42293,252550
127570510,1693,42161,252402
127571211,1787,42387,252573
127571914,1820,42276,252373
127572616,1841,42370,252516
127573317,1839,42395,252522
127574019,1989,42122,252433
127574721,1985,42505,252444
127575423,1787,42296,252351
127576126,1701,42291,252779
127576828,1602,42260,252265
127577529,1954,42363,252307
127578231,1838,42384,252434
127578934,1606,42370,252433
127579635,1814,42360,252725
127580336,1789,42263,252493
127581039,1812,42321,252348
127581742,1811,42243,252640
127582443,1661,42346,252266
127583146,1609,42230,252248
127583849,1766,42145,252101
127584550,1747,42232,252591
127585251,1866,42449,252568
127585953,1810,42287,252402
127586655,1834,42218,252410
127587357,1787,42190,252170
127588059,1938,42413,252344
127588761,1677,42230,252290
127589463,1787,42240,252376
127590166,1852,42482,252421
127590868,1721,42288,252604
127591569,1530,42373,252682
127592270,1849,42288,252462
127592973,2055,42342,252507
127593674,1759,42598,252312
127594375,1690,42215,252758
127595078,1719,42404,252546
127595781,1675,42393,252493
127596482,1906,42287,252692
127597184,1898,42291,252289
127597886,1842,42226,252532
127598588,1830,42230,252449
127599289,1918,42370,252466
127599991,1474,42322,252330
127600692,1772,42138,252457
127601394,1712,42325,252577
127602097,1896,42440,252564
127602799,1628,42366,252343
127603500,1671,42445,252528
127604203,1803,42178,252505
127604906,1848,42442,252448
127605607,1765,42360,252317
127606308,1689,42395,252551
127607011,1640,42251,252310
127607714,1767,42234,252415
127608415,1515,42198,252426
127609117,1896,42272,252542
127609820,1903,42494,252438
127610522,1816,42265,252488
127611223,1840,42409,252533
127611925,1630,42430,252507
127612626,1909,42174,252327
127613328,1762,42437,252366
127614031,1791,42339,252974
127614733,1823,42293,252166
127615434,1674,42122,252560
127616137,1596,42110,252438
127616840,1860,42226,252187
127617541,1793,42186,252786
127618242,1890,42358,252304
127618945,1744,42202,252429
127619646,1629,42171,252534
127620347,1965,42338,252195
127621050,1493,42279,252360
127621753,1756,42362,252693
127622454,1799,42402,252393
127623156,1727,42210,252428
127623858,1761,42488,252767
127624560,1790,42346,252347
127625261,1927,42224,252453
127625963,1458,42294,252352
127626664,1808,42293,252390
127627366,1903,42350,252438
127628069,1665,42350,252478
127628771,1862,42174,252558
127629472,1690,42283,252251
127630175,2028,42302,252637
127630878,1649,42142,252425
127631579,1557,42124,252655
127632280,1955,42217,252628
127632983,1793,42267,252694
127633685,1892,42388,252175
127634386,1650,42120,252405
127635089,1788,42291,252339
127635792,1919,42392,252472
127636493,1891,42256,252395
127637195,1839,42294,252245
127637897,1691,42261,252586
127638599,1735,42098,252484
127639301,1833,42210,252528
127640003,1857,42226,252438
127640705,1742,42301,252536
127641407,1552,42372,252628
127642110,1540,42315,252389
127642812,1724,42412,252537
127643513,1668,42319,252563
127644215,1844,42474,252839
127644918,1637,42262,252586
127645619,1622,42269,252519
127646320,1840,42360,252619
127647023,1642,42330,252584
127647726,1733,42284,252069
127648427,1825,42212,252322
127649130,1754,42407,252172
127649833,1594,42202,252609
127650534,1725,42349,252622
127651235,1823,42220,252552
127651937,1869,42366,252346
127652639,1734,42404,252433
127653340,1705,42500,252308
127654042,1758,42422,252640
127654744,1697,42106,252540
127655446,1860,42267,252576
127656149,1583,42161,252494
127656851,1617,42404,252426
127657552,1854,42343,252734
127658254,1801,42263,252239
127658957,1934,42318,252532
127659658,1657,42414,252300
127660359,1700,42495,252358
127661062,1796,42317,252342
127661765,1755,42350,252504
127662466,1917,42287,252406
127663168,1778,42376,252456
127663871,1879,42436,252419
127664573,1764,42235,252181
127665274,1827,42133,252149
127665976,1947,42162,252427
127666677,1701,42305,252282
127667379,1618,42358,252556
127668082,1806,42121,252399
127668784,1789,42309,252613
127669485,1688,42225,252420
127670188,1744,42446,252389
127670891,1766,42360,252439
127671592,1763,42242,252347
127672293,1829,42382,252548
127672995,1846,42219,252479
127673697,1873,42409,252592
127674399,1737,42257,252562
127675101,1702,42212,252403
127675803,1728,42168,252252
127676505,1765,42176,252390
127677208,1681,42559,252566
127677911,1807,42339,252462
127678612,1902,42322,252707
127679313,1852,42019,252494
127680016,1782,42199,252684
127680719,1670,42274,252631
127681420,1577,42243,252416
127682122,1634,42276,252178
127682825,1716,42384,252524
127683527,1814,42402,252476
127684229,1844,42301,252407
127684931,1491,42038,252698
127685632,1732,42112,252407
127686334,1733,42287,252852
127687037,1681,42266,252830
127687739,1859,42424,252504
127688440,1784,42532,252398
127689143,1763,42148,252487
127689846,1864,42301,252456
127690547,1616,42456,252573
127691248,1878,42378,252703
127691950,1697,42330,252559
127692651,1657,42265,252439
127693353,1838,42274,252489
127694056,1975,42367,252942
127694758,1703,42262,252615
127695459,1751,42113,252468
127696162,1785,42522,252551
127696865,1722,42307,252657
127697566,1904,42196,252682
127698267,1618,42300,252486
127698970,1783,42346,252509
127699672,1770,42342,252582
127700374,1692,42257,252449
127701076,1837,42148,252596
127701778,1856,42318,252873
127702479,1673,42251,252462
127703182,1842,42284,252312
127703885,1823,42368,252423
127704586,1904,42334,252537
127705287,1915,42395,252451
127705990,1854,42412,252433
127706692,1728,42219,252552
127707393,1815,42313,252457
127708095,1808,42151,252581
127708797,1712,42356,252561
127709499,1791,42269,252874
127710202,1765,42494,252762
127710904,1690,42355,252441
127711605,1491,42408,252459
127712306,1947,42157,252292
127713009,1851,42156,252622
127713712,1775,42306,252347
127714413,1662,42220,252595
127715115,1829,42243,252316
127715818,1861,42322,252605
127716520,2040,42452,252633
127717221,1694,42300,252472
127717923,1771,42384,252380
127718624,1793,42333,252453
127719326,1782,42175,252271
127720029,1773,42332,252449
127720731,1874,42414,252524
127721432,1803,42307,252422
127722135,1812,42172,252448
127722838,1792,42222,252605
127723539,1806,42226,252608
127724240,1792,42382,252294
127724942,1885,42287,252246
127725644,1818,42188,252328
127726346,1737,42246,252749
127727049,1655,42188,252648
127727751,1827,42302,252482
127728452,1584,42417,252613
127729155,1638,42417,252885
127729858,1897,42308,252259
127730559,1819,42277,252322
127731260,1969,42260,252303
127731963,1872,42483,252570
127732665,1595,42330,252159
127733366,1746,42247,252212
127734068,1756,42416,252471
127734770,1584,42384,252397
127735472,1956,42438,252416
127736175,1722,42271,252595
127736877,1923,42441,252446
127737578,1892,42378,252385
127738279,1679,42256,252397
127738982,1535,42275,252503
127739683,1791,42167,252427
127740385,1789,42485,252344
127741088,1734,42485,252543
127741791,2086,42267,252261
127742492,1919,42352,252282
127743195,1630,42426,252489
127743898,1611,42346,252704
127744600,1788,42399,252405
127745301,1717,42347,252459
127746003,1801,42256,252376
127746705,1579,42460,252452
127747407,1709,42392,252398
127748110,1887,42132,252415
127748812,1679,42356,252709
127749513,1767,42230,252367
127750215,1758,42405,252545
127750918,1713,42231,252689
127751619,1755,42289,252644
127752320,1655,42193,252367
127753023,1662,42378,252400
127753726,1738,42242,252461
127754428,1815,42270,252359
127755130,1977,42391,252610
127755832,1774,42163,252611
127756534,1772,42169,252654
127757236,1754,42147,252235
127757939,1618,42475,252419
127758640,1860,42390,252653
127759341,1741,42196,252405
127760044,1836,42222,252457
127760747,1629,42363,252309
127761448,1663,42460,252561
127762150,1802,42139,252522
127762853,1821,42399,252251
127763555,1806,42357,252375
127764257,1792,42239,252615
127764959,1962,42510,252536
127765660,1636,42162,252758
127766361,1910,42347,252238
127767064,1684,42341,252537
127767767,1719,42306,252626
127768468,1729,42192,252426
127769170,1876,42191,252547
127769873,1680,42171,252750
127770575,1840,42517,252322
127771276,1799,42245,252357
127771978,1621,42328,252366
127772679,1752,42220,252325
127773381,1770,42369,252447
127774084,1905,42293,252370
127774786,1889,42320,252600
127775487,1731,42347,252534
127776190,1717,42219,252384
127776893,1767,42230,252387
127777594,1838,42363,252311
127778295,1731,42419,252363
127778997,1695,42426,252246
127779699,1966,42433,252546
127780401,1965,42413,252257
127781104,1573,42364,252539
127781806,1563,42197,252206
127782507,1790,42376,252310
127783210,1967,42235,252484
127783913,1751,42264,252708
127784614,1782,42176,252587
127785315,1863,42292,252497
127786018,1869,42243,252636
127786721,1841,42213,252602
127787422,1891,42165,252587
127788124,2028,42316,252415
127788826,1739,42447,252556
127789528,1790,42441,252438
127790230,1635,42370,252263
127790932,1816,42374,252568
127791633,1550,42255,252560
127792334,1672,42301,252457
127793037,1914,42274,252551
127793740,1828,42499,252450
127794441,1738,42266,252516
127795143,1809,42385,252548
127795846,1495,42117,252505
127796548,1755,42483,252422
127797249,1618,42393,252678
127797952,1746,42301,252439
127798654,1803,42128,252788
127799355,1812,42311,252403
127800057,1770,42063,252341
127800760,1717,42125,252300
127801462,1767,42320,252453
127802164,1726,42166,252419
127802866,1835,42179,252383
127803568,1705,42170,252560
127804270,1709,42315,252194
127804972,1728,42324,252522
127805673,1917,42353,252641
127806375,1870,42411,252544
127807077,1798,42309,252590
127807779,1906,42197,252418
127808481,1588,42214,252716
127809184,1715,42355,252653
127809886,1636,42401,252444
127810587,1886,42141,252574
127811289,1666,42221,252717
127811992,1658,42377,252443
127812693,1895,42398,252302
127813394,1680,42467,252440
127814097,1780,42173,252919
127814800,1615,42176,252779
127815501,1746,42417,252380
127816204,1742,42338,252819
127816907,1927,42647,252541
127817608,1746,42391,252487
127818309,1821,42327,252201
127819012,1888,42366,252627
127819715,1855,42284,252894
127820416,1851,42289,252417
127821119,1771,42342,252532
127821822,1859,42382,252540
127822523,1688,42420,252573
127823224,1470,42307,252506
127823927,1933,42394,252633
127824629,1676,42348,252631
127825330,1763,42133,252492
127826032,1622,42323,252687
127826735,1754,42202,252494
127827437,1953,42186,252529
127828139,1766,42245,252549
127828841,1788,42192,252505
127829543,1879,42297,252329
127830245,1846,42247,252464
127830948,1972,42333,252555
127831649,1816,42418,252304
127832350,1690,42336,252428
127833053,1833,42265,252560
127833756,1591,42301,252486
127834457,1657,42343,252700
127835160,1654,42431,252627
127835863,1769,42242,252621
127836564,1734,42257,252844
127837265,1773,42237,252452
127837967,1642,42494,252569
127838669,1903,42367,252665
127839371,1798,42391,252441
127840073,1917,42383,252675
127840775,1779,42139,252621
127841477,1747,42203,252471
127842180,1928,42406,252407
127842883,1830,42345,252480
127843584,1721,42518,252279
127844285,1644,42258,252284
127844988,1779,42193,252519
127845689,1685,42255,252510
127846390,1797,42292,252411
127847093,1847,42347,252628
127847796,2022,42318,252523
127848497,1655,42258,252681
127849199,1816,42381,252644
127849902,1801,42389,252407
127850604,1738,42275,252624
127851305,1761,42278,252233
127852007,1811,42263,252293
127852710,1886,42275,252589
127853412,1747,42372,252558
127854115,1855,42378,252566
127854817,1877,42180,252630
127855518,1763,42114,252392
127856220,1661,42311,252697
127856923,1485,42298,252487
127857624,1717,42413,252450
127858325,2058,42316,252626
127859028,1714,42032,252320
127859731,1604,42406,252599
127860432,1591,42324,252443
127861135,1869,42304,252403
127861838,1764,42240,252637
127862539,1902,42691,252498
127863240,1963,42302,252558
127863943,1535,42346,252356
127864645,1816,42275,252552
127865346,1839,42392,252385
127866048,1985,42318,252381
127866751,1581,42126,252584
127867453,1878,42326,252602
127868155,1657,42265,252422
127868857,1681,42218,252369
127869558,1759,42482,252553
127870260,1854,42402,252685
127870963,1868,42420,252586
127871664,1757,42313,252410
127872365,1658,42399,252531
127873068,1697,42190,252240
127873771,1653,42330,252663
127874472,1865,42504,252537
127875175,1803,42327,252529
127875878,1778,42348,252420
127876580,1734,42311,252796
127877281,1911,42411,252484
127877983,1807,42539,252648
127878685,1780,42379,252308
127879386,1735,42301,252598
127880089,1864,42397,252476
127880792,1608,42123,252414
127881493,1762,42364,252423
127882195,1851,42361,252407
127882898,1898,42400,252200
127883600,1821,42365,252555
127884301,1824,42220,252559
127885003,1566,42315,252643
127885706,1731,42069,252494
127886408,1796,42173,252655
127887111,1863,42173,252463
127887813,1849,42296,252535
127888514,1792,42356,252713
127889216,1852,42157,252416
127889919,1875,42287,252320
127890620,1639,42420,252529
127891321,1824,42165,252324
127892024,1562,42266,252339
127892727,1780,42347,252662
127893428,1547,42464,252496
127894131,1808,42342,252402
127894834,1928,42415,252655
127895535,1639,42291,252489
127896236,1715,42190,252555
127896938,2031,42261,252476
127897640,1636,42181,252406
127898342,1949,42435,252409
127899044,1620,42413,252581
127899746,1706,42321,252470
127900448,1694,42504,252450
127901151,1586,42287,252663
127901853,1809,42571,252533
127902554,1728,42316,252406
127903255,1881,42380,252623
127903958,1597,42323,252501
127904659,1679,42403,252449
127905360,1767,42067,252708
127906063,1709,42384,252346
127906766,1886,42200,252618
127907467,1715,42082,252788
127908169,1746,42175,252582
127908872,2007,42372,252399
127909574,1734,42299,252561
127910275,1798,42109,252457
127910977,1680,42393,252698
127911679,2026,42257,252354
127912381,1658,42346,252355
127913083,1693,42217,252485
127913785,1576,42564,252471
127914487,1825,42384,252392
127915190,1621,42209,252545
127915892,1875,42245,252487
127916593,1785,42393,252622
127917295,1772,42300,252484
127917998,1712,42311,252475
127918699,1838,42094,252519
127919400,1631,42300,252597
127920103,1766,42427,252630
127920806,1677,42321,252516
127921507,1596,42418,252485
127922209,1677,42535,252286
127922912,1965,42253,252493
127923614,1766,42201,252114
127924315,1731,42446,252467
127925017,1836,42357,252717
127925719,1867,42305,252430
127926421,1818,42311,252404
127927124,1833,42281,252429
127927826,1846,42322,252218
127928527,1842,42267,252611
127929229,1721,42113,252291
127929932,1776,42170,252249
127930633,1766,42430,252305
127931334,1758,42278,252596
127932037,1547,42337,252618
127932740,1719,42264,252323
127933441,1814,42377,252513
127934144,1389,42315,252378
127934847,1661,42415,252634
127935548,1731,42189,252582
127936249,1904,42361,252484
127936951,2034,42390,252402
127937653,1559,42499,252505
127938355,1523,42315,252401
127939057,1759,42494,252638
127939759,1783,42396,252543
127940461,1782,42272,252498
127941164,1824,42406,252320
127941867,1620,42276,252538
127942568,1836,42381,252491
127943269,1674,42369,252199
127943972,1878,42366,252360
127944673,1787,42333,252640
127945374,1759,42442,252447
127946077,1785,42302,252636
127946780,1844,42397,252587
127947481,1754,42392,252111
127948183,1694,42177,252569
127948885,1715,42228,252171
127949587,1718,42193,252559
127950289,1711,42172,252491
127950991,1797,42360,252546
127951692,1625,42410,252549
127952394,1687,42402,252368
127953097,1926,42391,252435
127953799,1709,42180,252574
127954500,1901,42378,252334
127955203,1735,42325,252189
127955906,1666,42335,252678
127956607,1771,42113,252198
127957308,1797,42226,252561
127958011,1698,42089,252379
127958714,1744,42309,252676
127959415,1869,42141,252553
127960117,1603,42239,252704
127960819,1786,42267,252388
127961521,1690,42170,252527
127962223,1830,42381,252398
127962925,1783,42236,252404
127963626,1470,42267,252339
127964328,1601,42374,252652
127965031,1720,42352,252725
127965733,1693,42242,252358
127966434,1676,42197,252272
127967137,1582,42441,252259
127967840,1632,42112,252412
127968541,1774,42093,252061
127969242,1730,42176,252561
127969945,1757,42150,252362
127970646,1828,42389,252382
127971347,1860,42149,252427
127972050,1753,42246,252657
127972753,1765,42283,252638
127973454,1687,42332,252567
127974156,1797,42284,252483
127974858,1669,42231,252679
127975560,1871,42184,252569
127976261,1769,42486,252172
127976963,1787,42154,252425
127977664,1689,42264,252590
127978366,1819,42276,252551
127979069,1762,42422,252675
127979771,1680,42271,252383
127980472,1861,42356,252271
127981175,1926,42303,252212
127981878,1717,42539,252482
127982579,1722,42323,252354
127983280,1938,42232,252625
127983983,1734,42662,252285
127984685,1946,42266,252565
127985386,1722,42338,252367
127986089,1809,42250,252476
127986792,1804,42297,252418
127987493,1774,42041,252525
127988195,1674,42206,252233
127988897,1735,42264,252288
127989599,1845,42390,252623
127990301,1662,42350,252482
127991003,1749,42347,252249
127991705,1876,42251,252700
127992407,1874,42206,252369
127993110,1693,42204,252276
127993812,1679,42531,252445
127994513,1865,42387,252379
127995215,1713,42306,252803
127995918,1727,42311,252480
127996619,1837,42509,252554
127997320,1594,42308,252403
127998023,1713,42138,252195
127998726,1977,42376,252380
127999427,1775,42360,252131
128000129,1831,42247,252311
128000832,1791,42320,252384
128001534,1887,42220,252383
128002236,1636,42234,252527
128002938,1780,42338,252223
128003639,1627,42421,252356
128004341,1701,42183,252561
128005044,1549,42431,252369
128005746,1734,42261,252454
128006447,1586,42206,252431
128007150,1833,42301,252491
128007853,1721,42269,252579
128008554,1803,42168,252551
128009255,1747,42229,252295
128009957,1807,42256,252483
128671640,1819,42300,252671
128672342,1908,42305,252245
128673044,1613,42491,252267
128673746,1738,42390,252593
128674447,1735,42422,252641
128675150,1806,42427,252614
128675853,1647,42434,252814
128676554,1767,42280,252433
128677255,1532,42327,252554
128677958,1546,42320,252660
128678660,1783,42331,252647
128679361,1770,42288,252391
128680063,1724,42274,252380
128680765,1883,42309,252594
128681467,1711,42342,252421
128682170,1663,42291,252479
128682873,1819,42320,252540
128683574,1842,42272,252466
128684275,1538,42181,252610
128684978,1848,42350,252247
128685679,1730,42360,252354
128686380,1829,42379,252716
128687082,1677,42411,252528
128687785,1851,42588,252318
128688487,1802,42284,252665
128689189,1800,42102,252435
128689891,1801,42507,252159
128690592,2019,42383,252267
128691294,1726,42317,252406
128691997,1941,42153,252592
128692698,1784,42528,252302
128693399,1774,42357,252658
128694102,1586,42297,252475
128694805,1710,42282,252408
128695506,1910,42423,252402
128696208,1788,42316,252389
128696910,1757,42292,252624
128697612,1774,42482,252445
128698314,1919,42399,252284
128699016,1681,42258,252640
128699718,2041,42395,252502
128700419,1694,42438,252547
128701122,1802,42342,252209
128701825,1686,42391,252327
128702526,1790,42330,252586
128703227,1755,42275,252215
128703929,1999,42346,252385
128704631,1543,42364,252392
128705333,1871,42375,252575
128706035,1788,42168,252420
128706737,1765,42278,252459
128707439,1584,42291,252502
128708142,1685,42312,252409
128708845,1800,42216,252458
128709546,1819,42608,252567
128710247,1723,42274,252414
128710950,1736,42366,252601
128711651,1958,42366,252327
128712352,1818,42332,252483
128713054,1679,42273,252315
128713757,1699,42417,252241
128714459,1982,42388,252270
128715162,1667,42242,252458
128715864,1922,42426,252410
128716565,1696,42362,252104
128717267,1716,42287,252343
128717970,1731,42472,252500
128718671,1599,42186,252124
128719372,1764,42267,252577
128720075,1761,42230,252233
128720778,1681,42163,252454
128721479,1951,42363,252402
128722181,1641,42275,252360
128722883,1761,42350,252446
128723585,1900,42252,252232
128724287,1766,42379,252377
128724989,1914,42552,252284
128725690,1901,42310,252322
128726391,1407,42324,252462
128727094,1910,42310,252560
128727797,1689,42446,252431
128728498,1795,42391,252340
128729200,1755,42158,252477
128729902,1636,42316,252306
128730604,1871,42140,252640
128731306,1697,42156,252216
128732008,1801,42364,252376
128732710,1758,42365,252689
128733411,1950,42458,252416
128734114,1937,42309,252562
128734817,1712,42356,252738
128735518,1833,42425,252359
128736219,1684,42354,252420
128736922,1735,42206,252385
128737624,1780,42099,252480
128738325,1648,42252,252780
128739027,1874,42163,252531
